"","cv.sd.GLAMER","gic.GLAMER","cvg.DMRnet","gic.DMRnet","scope.250","scope.100","cv.glmnet","RF","cv.MCP","cv.MCP.g.100","cv.MCP.g.250","cv.grLasso"
"1",0.269838354151359,0.248383337522565,0.247206927277297,0.206360811551819,0.186278160491529,0.188857347273189,0.182215541165587,0.197225201378272,0.214119153216588,0.189693336407655,0.186423621434943,0.180420989944799
"2",0.206643324845398,0.218838494034632,0.186138706217061,0.19022820904504,0.184244791666667,0.193413558699247,0.196862907683803,0.194725516230942,0.213143294876854,0.183097298413937,0.179262428969103,0.184083841990096
"3",0.249468576709797,0.204012759465582,0.190253152988485,0.248366908775296,0.185872748656689,0.192534970684641,0.183210840606339,0.198980885845381,0.193009887330421,0.180782056552921,0.213573898798689,0.182445984137114
"4",0.199756702166728,0.249472082831907,0.201814058956916,0.228809877672345,0.192147517467956,0.188892469158534,0.181607865818392,0.192917183409122,0.205152495378928,0.180260955307391,0.176330711541979,0.184979618157113
"5",0.243188815073725,0.214648940779422,0.188995380266152,0.245997487724106,0.186662991293961,0.19478268906398,0.184312201367138,0.193386911595867,0.183818605832506,0.184163432263462,0.18718872644649,0.182267362064233
"6",0.24812753384182,0.250561849286795,0.190523357596978,0.185041908446164,0.187943587160584,0.21372683596431,0.187679614350607,0.182944740223976,0.198092392553436,0.178668322067412,0.187749544185188,0.194227341286165
"7",0.215247782267428,0.249199817101052,0.22979688108269,0.24883630276765,0.187897139448994,0.185990505962719,0.194344590726961,0.189480720031346,0.206786289394985,0.184769529803776,0.183749141680018,0.19260230487889
"8",0.248242480119857,0.218955227319861,0.186352726025832,0.249764870506733,0.188760806916427,0.194500149828274,0.193674166838689,0.19661071958457,0.225472765475998,0.215613722534375,0.19591714476625,0.190799622406926
"9",0.249379481522339,0.24839089210326,0.186563557274045,0.18528104814696,0.191204014151271,0.194393817049256,0.180875945883972,0.20167508031207,0.213074561202511,0.183938884088945,0.185105146973394,0.208074390130786
"10",0.197504578754579,0.240487692661606,0.200142254038179,0.183260318192299,0.185099512172778,0.192172211350294,0.186923218899963,0.189610209780527,0.225049969785711,0.201864483856298,0.187666269149619,0.195404944979051
"11",0.224059941079589,0.226008761816924,0.189520701705663,0.218076017180067,0.18856444884884,0.185151258387341,0.182440688907846,0.194941849732324,0.248487210048593,0.197981794777492,0.204820385446852,0.181576636939143
"12",0.250206516750803,0.247229049761165,0.192370672755368,0.238700403842205,0.191464423607281,0.197688074239528,0.203728331651839,0.19349986325098,0.210056865083005,0.191163644709663,0.190081323099415,0.181182758856986
"13",0.250455226460758,0.218606440516871,0.188578366136677,0.246213760276936,0.189489888741166,0.202619521451381,0.188946044551202,0.186149267399267,0.206538744708264,0.184440498973921,0.181254307374225,0.192132572168165
"14",0.241235929244199,0.251248568155785,0.18829026937878,0.233968764875218,0.184757399710671,0.18783554352315,0.184131804378371,0.183374083129584,0.196876084692815,0.182039952131087,0.184631217838765,0.179271065383644
"15",0.248572693589355,0.211852021009363,0.191250879223107,0.19089329003339,0.183458785074696,0.193904169145577,0.179286840396921,0.187852845904674,0.188534620090966,0.18697425733447,0.188983877712215,0.189783026641033
"16",0.197341583591154,0.245281264528126,0.216198354640961,0.242174629324547,0.192193291538919,0.191183572102008,0.192430691360865,0.195850144092219,0.185994320784098,0.196722801754506,0.194278682053544,0.189737986296069
"17",0.224002849002849,0.24863268178986,0.196387289787408,0.247375177662647,0.18870893105044,0.187655115359868,0.188849663014075,0.186895686128672,0.199600248121855,0.189798863953813,0.184154473050565,0.185764799817497
"18",0.250977955727369,0.248427528579955,0.201956947162427,0.230979446549546,0.190933626092128,0.190223386651958,0.194654044907852,0.186885245901639,0.18989720862241,0.185787454925469,0.189436716705688,0.188627317184124
"19",0.195205479452055,0.202728639149035,0.192708213604285,0.190126751167445,0.192837779347108,0.192192192192192,0.18947031525044,0.195297460812173,0.183360073344029,0.222166292957489,0.184128073184677,0.183117877782162
"20",0.248491359605011,0.211591892507402,0.194925001760522,0.183361708001656,0.186041158326044,0.185804576490127,0.201100230546235,0.196778196525416,0.1902156494666,0.176562719154706,0.193942030312743,0.188819760852973
"21",0.236616330966862,0.25,0.21826229807429,0.189796060093984,0.186375497871172,0.207152311835319,0.193566316959633,0.187256087819796,0.18410740371461,0.186681398614276,0.195167243100207,0.205596472190797
"22",0.248079684544025,0.185881550528589,0.189332359119554,0.186744362109707,0.186648218609478,0.198572715305203,0.187400189784063,0.201951692158627,0.229437427194445,0.196571954446106,0.184366490469326,0.175772684255476
"23",0.229328491979593,0.22258459972706,0.186910552396611,0.196635436377902,0.19274835503612,0.209221954435906,0.185843158064739,0.192409572524662,0.202037859097914,0.194784606547961,0.184208092485549,0.183104699732944
"24",0.224905487455608,0.196620796164396,0.211968475073314,0.246696035242291,0.18266805507347,0.187055965531466,0.183569119299291,0.18998268897865,0.193218850394065,0.193476049565378,0.178177835580806,0.186026801053717
"25",0.248319985271104,0.214515240543518,0.184396512161542,0.218023932579038,0.203300842331134,0.190160486488958,0.182159688545864,0.198451025056948,0.186906189465916,0.183161520024201,0.197032302248602,0.183487087003769
"26",0.249583647023932,0.194432391696545,0.194843462246777,0.247903998525889,0.181724018874439,0.192493615468807,0.177775229357798,0.189676201873288,0.193144213433142,0.183856809765464,0.206711929280962,0.176846737411473
"27",0.248646292217327,0.224290024644724,0.186894313402816,0.200082716786912,0.19790878448098,0.182160659729401,0.181537758482806,0.186516068933395,0.18834337556416,0.17743115908883,0.184969514283757,0.183416229474688
"28",0.224258229817217,0.244642938730753,0.185862139870685,0.220442812894344,0.177359788966625,0.200022851919561,0.184057804794128,0.189904395956269,0.248123969054202,0.186798043133742,0.178749626359477,0.17845695970696
"29",0.219402468566155,0.249180478188112,0.188890915724188,0.248454995325078,0.183023569485403,0.189228097436132,0.195044223263977,0.193927544565842,0.18692038194683,0.180341092417608,0.180364611012269,0.184286273516476
"30",0.241412697680852,0.248787248787249,0.185060818109238,0.193373576622308,0.19953115754017,0.192019893233563,0.183116883116883,0.195974429054524,0.211648382041117,0.182853979749521,0.197716456159619,0.183918412654364
